Flight#:string, Date:string, Reg:string, From:string, To:string, PIC:number, Type:string, Landings:number, Aprcs:number, Comment:string, Dual:number, ActI:number, SimI:number, Sim:number, Type:1:string, Class:string, Tailwheel:string, Turbine:string
1659414472515,2022/07/31,N824MZ,KATW,KRST,1.2,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1659414424867,2022/07/28,N824MZ,KDPA,KATW,1,AEST,1,0,"circle over Little Chute, steep approach",0,0,0,0,AEST,MEL,0,0
0,2022/07/28,N824MZ,KTNU,KDPA,1,AEST,2,0,turn back for protruding strap,0,0,0,0,AEST,MEL,0,0
1658963295825,2022/07/27,N824MZ,KCHT,KTNU,0.8,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1658963265507,2022/07/27,N824MZ,KCID,KCHT,1,AEST,1,0,IFR out of CID,0,0.1,0,0,AEST,MEL,0,0
1658888843811,2022/07/25,N824MZ,KPWK,KCID,1,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1658888814162,2022/07/23,N824MZ,KPIR,KPWK,2,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1658888786163,2022/07/23,N824MZ,KBZN,KPIR,2.2,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1658888740139,2022/07/23,N824MZ,KBFI,KBZN,2,AEST,1,0,,0,0.2,0,0,AEST,MEL,0,0
1657893336129,2022/07/14,N824MZ,KSJC,KBFI,2.7,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1657893312569,2022/07/14,N824MZ,KBFI,KSJC,3,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1657552725353,2022/07/10,N4242G,KPAE,KPAE,1,8KCAB,5,0,"T&G KBVS, refuel KAWO",0,0,0,0,8KCAB,SEL,1,0
1657552651714,2022/07/09,N824MZ,KBFI,KBFI,1.3,AEST,1,0,"simulated apr at KPWT, KBVS",0,0,0,0,AEST,MEL,0,0
1656344220646,2022/06/27,N824MZ,KBFI,KBFI,0.8,AEST,2,0,land at AWO,0,0,0,0,AEST,MEL,0,0
1654346930520,2022/06/03,N248JP,FAMG,FASI,1.8,C208,1,0,via Crab Apple/Kilgobbin,0,0,0,0,C208,SEL,0,1
1654011203239,2022/05/30,N248JP,FAKN,FAMG,1.8,C208,1,0,,0,0,0,0,C208,SEL,0,1
1654011143543,2022/05/30,N248JP,FVCZ,FAKN,2.2,C208,1,0,"low clouds at FAKN, delayed landing",0,0,0,0,C208,SEL,0,1
1654011084174,2022/05/30,N248JP,FVMH,FVCZ,0.5,C208,1,0,,0,0,0,0,C208,SEL,0,1
1654011043046,2022/05/27,N248JP,FVRG,FVMH,1.2,C208,1,0,,0,0,0,0,C208,SEL,0,1
1654010976150,2022/05/22,N248JP,FLHN,FVRG,1.8,C208,1,0,,0,0,0,0,C208,SEL,0,1
1654010920638,2022/05/22,N248JP,PLAINS,FLHN,1.8,C208,1,0,,0,0,0,0,C208,SEL,0,1
1654010871856,2022/05/19,N248JP,FLHP,PLAINS,0.5,C208,1,0,Busanga Plains,0,0,0,0,C208,SEL,0,1
1654010827382,2022/05/16,N248JP,FLHN,FLHP,1.7,C208,1,0,,0,0,0,0,C208,SEL,0,1
1654010780101,2022/05/16,N248JP,FYWE,FLHN,3.7,C208,1,0,,0,0,0,0,C208,SEL,0,1
1654010755735,2022/05/15,N248JP,FYSO,FYWE,0.7,C208,1,0,,0,0,0,0,C208,SEL,0,1
1654010725439,2022/05/13,N248JP,FYWE,FYSO,0.7,C208,1,0,,0,0,0,0,C208,SEL,0,1
1650753239734,2022/04/23,N824MZ,KCOE,KBFI,1.1,AEST,1,1,BFI ILS-14Rxy,0,0,0,0,AEST,MEL,0,0
1650753160391,2022/04/23,N824MZ,KCOE,KCOE,1,AEST,1,2,"IPC with Hans Dyroy, COE ILS-06, Hold, RNAV-06, Steep turns",0,0,0,0,AEST,MEL,0,0
1650753109743,2022/04/23,N824MZ,KBFI,KCOE,1.1,AEST,1,1,COE ILS-06,0,0.2,0,0,AEST,MEL,0,0
1650225112598,2022/04/17,N824MZ,KBFI,KBFI,1.7,AEST,1,0,"practice PWT ILS20, CLM ILS08",0,0,0,0,AEST,MEL,0,0
1649378226233,2022/04/07,N824MZ,KBFI,KBFI,1.5,AEST,1,0,practice ILS @ PWT and CLM,0,0,0,0,AEST,MEL,0,0
1649256241475,2022/04/06,N4242G,KPAE,KPAE,0.7,8KCAB,4,0,t&g's at AWO,0,0,0,0,8KCAB,SEL,1,0
1648543796381,2022/03/28,N248JP,SANDFONTEIN,FYWE,2.9,C208,1,0,,0,0,0,0,C208,SEL,0,1
1648543767717,2022/03/26,N248JP,HAAKIESDOORN,SANDFONTEIN,0.4,C208,1,0,,0,0,0,0,C208,SEL,0,1
1648543680718,2022/03/25,N248JP,FYLZ,HAAKIESDOORN,1.2,C208,1,0,,0,0,0,0,C208,SEL,0,1
1648543629983,2022/03/25,N248JP,FYSO,FYLZ,1.2,C208,1,0,,0,0,0,0,C208,SEL,0,1
1648735952722,2022/03/23,N248JP,FYWE,FYSO,0.7,C208,1,0,,0,0,0,0,C208,SEL,0,1
1648543556887,2022/03/23,N248JP,FYEA,FYWE,1.5,C208,1,0,,0,0,0,0,C208,SEL,0,1
1648355859647,2022/03/21,N248JP,FYRC,FYEA,1.4,C208,1,0,Entendeka,0,0,0,0,C208,SEL,0,1
1648355799147,2022/03/21,N248JP,FYOA,FYRC,0.7,C208,1,0,,0,0,0,0,C208,SEL,0,1
1648355733109,2022/03/21,N248JP,FYBM,FYOA,1,C208,1,0,,0,0,0,0,C208,SEL,0,1
1648355680626,2022/03/20,N248JP,FYWO,FYBM,0.8,C208,1,0,Ojikoto mine B2Gold,0,0,0,0,C208,SEL,0,1
1648355614868,2022/03/19,N248JP,FYWE,FYWO,0.7,C208,1,0,,0,0,0,0,C208,SEL,0,1
1648355575349,2022/03/18,N248JP,FALA,FYWE,3.8,C208,1,0,,0,0,0,0,C208,SEL,0,1
1648355542457,2022/03/18,N248JP,FASI,FALA,0.5,C208,1,0,,0,0,0,0,C208,SEL,0,1
1648355505449,2022/03/17,N248JP,FASI,FASI,0.4,C208,1,0,with Johan,0,0,0,0,C208,SEL,0,1
1648355449109,2022/03/17,N248JP,FASI,FASI,0.4,C208,1,0,,0,0,0,0,C208,SEL,0,1
1646614414360,2022/03/06,N824MZ,KBFI,KBFI,1.4,AEST,1,0,"practice NO GPS, manual appr and holds at PWT, CARRO",0,0,0,0,AEST,MEL,0,0
1645912159665,2022/02/18,N4242G,KPAE,KPAE,0.7,8KCAB,4,0,,0,0,0,0,8KCAB,SEL,1,0
1644193572965,2022/02/06,N824MZ,KCOE,KBFI,1.2,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1643399714411,2022/01/28,N4242G,KBVS,KPAE,0.4,8KCAB,1,0,,0,0,0,0,8KCAB,SEL,1,0
1643399687380,2022/01/28,N4242G,KPAE,KBVS,1,8KCAB,1,0,,0,0,0,0,8KCAB,SEL,1,0
1643331120036,2022/01/27,N824MZ,KBFI,KCOE,1.3,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1641775387334,2022/01/09,N4242G,KPAE,KPAE,1.3,8KCAB,2,0,,0,0,0,0,8KCAB,SEL,1,0
1640058422732,2021/12/20,N4242G,KPAE,KPAE,1,8KCAB,5,0,stop @ BVS,0,0,0,0,8KCAB,SEL,1,0
1639953926514,2021/12/19,N824MZ,KBFI,KBFI,1.8,AEST,2,0,"stop at BVS, simul RNAV at BVS, FHR",0,0,0,0,AEST,MEL,0,0
1637712349681,2021/11/23,N4242G,KPAE,KPAE,1,8KCAB,5,0,0S9 Jeffco,0,0,0,0,8KCAB,SEL,1,0
1637182003846,2021/11/17,N824MZ,KCOE,KBFI,1.3,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1637181960536,2021/11/17,N824MZ,KGEG,KCOE,0.3,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1635621996774,2021/10/30,N248JP,FALA,FASI,0.4,C208,1,0,,0,0,0,0,C208,SEL,0,1
1635621944835,2021/10/30,N248JP,FLHN,FALA,3,C208,1,0,,0,0,0,0,C208,SEL,0,1
1635621933608,2021/10/30,N248JP,FLAA,FLHN,2,C208,1,0,,0,0,0,0,C208,SEL,0,1
1635621903833,2021/10/29,N248JP,FLMU,FLAA,0.5,C208,1,0,,0,0,0,0,C208,SEL,0,1
1635621861799,2021/10/27,N248JP,FLAA,FLMU,0.5,C208,1,0,Mulembo,0,0,0,0,C208,SEL,0,1
1635404453904,2021/10/27,N248JP,FLAA,FLMU,0.5,C208,1,0,"Mulembo, Kasanka",0,0,0,0,C208,SEL,0,1
1635404337035,2021/10/27,N248JP,FLNG,FLAA,1.2,C208,1,0,Kawa,0,0,0,0,C208,SEL,0,1
1635404302273,2021/10/25,N248JP,FLKK,FLNG,1.4,C208,1,0,Lunga,0,0,0,0,C208,SEL,0,1
1635404252150,2021/10/25,N248JP,FLNG,FLKK,1.4,C208,1,0,,0,0,0,0,C208,SEL,0,1
1635404104372,2021/10/24,N248JP,FLPL,FLNG,0.5,C208,1,0,,0,0,0,0,C208,SEL,0,1
1635404070350,2021/10/22,N248JP,FLHN,FLPL,1.5,C208,1,0,,0,0,0,0,C208,SEL,0,1
1635404045516,2021/10/21,N248JP,FLPL,FLHN,1.5,C208,1,0,,0,0,0,0,C208,SEL,0,1
1635404000684,2021/10/19,N248JP,FLHN,FLPL,1.5,C208,1,0,Plains,0,0,0,0,C208,SEL,0,1
1634635148005,2021/10/19,N248JP,FYWE,FLHN,3.5,C208,1,0,,0,0,0,0,C208,SEL,0,1
1634635132314,2021/10/18,N248JP,FYSO,FYWE,0.8,C208,1,0,,0,0,0,0,C208,SEL,0,1
1634187670917,2021/10/13,N248JP,FYWO,FYSO,1.6,C208,1,0,,0,0,0,0,C208,SEL,0,1
1634187640435,2021/10/12,N248JP,FYWE,FYWO,0.8,C208,1,0,,0,0,0,0,C208,SEL,0,1
1634187601716,2021/10/11,N248JP,FALA,FYWE,3.5,C208,1,0,,0,0,0,0,C208,SEL,0,1
1634187572151,2021/10/11,N248JP,FASI,FALA,0.4,C208,1,0,,0,0,0,0,C208,SEL,0,1
1633888075627,2021/10/10,N248JP,FAMG,FASI,1.8,C208,1,0,,0,0,0,0,C208,SEL,0,1
1633888013391,2021/10/08,N248JP,FAEL,FAMG,1.9,C208,1,0,diversion from FAPM,0,0,0,0,C208,SEL,0,1
1633529046395,2021/10/03,N248JP,FASI,FAEL,2.4,C208,1,0,,0,0,0,0,C208,SEL,0,1
1633528945610,2021/10/03,N248JP,FASI,FASI,0.8,C208,3,0,"fog, TG @ FAVV, stop @ FABb",0,0,0,0,C208,SEL,0,1
1631809932263,2021/09/16,N4242G,KPAE,KPAE,0.9,8KCAB,2,0,bkfst @ 0S9,0,0,0,0,8KCAB,SEL,1,0
1631647216012,2021/09/14,N4242G,KPAE,KPAE,0.6,8KCAB,3,0,AWO,0,0,0,0,8KCAB,SEL,1,0
1648736208104,2021/09/03,N4242G,KPAE,KPAE,0.9,8KCAB,1,0,,0,0,0,0,8KCAB,SEL,1,0
1630356988806,2021/08/30,N824MZ,KBFI,KCOE,1.5,AEST,1,1,ILS-06,0,0.2,0,0,AEST,MEL,0,0
1629864705205,2021/08/24,N4242G,KPAE,KPAE,0.7,8KCAB,2,0,refuel at AWO,0,0,0,0,8KCAB,SEL,1,0
1626668384024,2021/07/18,N824MZ,KUKI,KBFI,2,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1626668344326,2021/07/16,N824MZ,KSJC,KUKI,0.8,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1626668301577,2021/07/16,N824MZ,KBFI,KSJC,2.8,AEST,1,0,,0,0.2,0,0,AEST,MEL,0,0
1626234651088,2021/07/13,N4242G,KPAE,KPAE,1,8KCAB,4,0,"AWO T&G's, low flight around Camano",0,0,0,0,8KCAB,SEL,1,0
1648737847109,2021/07/12,N824MZ,KCOE,KBFI,1,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1648736325255,2021/07/12,N824MZ,KCOE,KCOE,0.8,AEST,1,0,"COE ILS06, hold, RNAV06; IPC&BFR with Hans Dyroy",0,0,0.8,0,AEST,MEL,0,0
1626141593312,2021/07/12,N824MZ,KBFI,KCOE,1,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1626026014554,2021/07/08,N4242G,KPAE,KPAE,0.6,8KCAB,4,0,KAWO,0,0,0,0,8KCAB,SEL,1,0
1624485713702,2021/06/23,N824MZ,KBLI,KBFI,0.5,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1624485682670,2021/06/23,N824MZ,CYYJ,KBLI,0.3,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1624485643234,2021/06/22,N824MZ,KBFI,CYYJ,0.5,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1624560090880,2021/06/21,N824MZ,KAWO,KPDX,1.5,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1624040075459,2021/06/18,N824MZ,KMSO,KBFI,1.8,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1624040045640,2021/06/18,N824MZ,KRAP,KMSO,2.5,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1623971872610,2021/06/17,N824MZ,KBKX,KRAP,2,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1623971818363,2021/06/17,N824MZ,KFCM,KBKX,1,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1623795711715,2021/06/15,N824MZ,KDTL,KFCM,1,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1623761242934,2021/06/14,N824MZ,KCHT,KDTL,2.2,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1623761217102,2021/06/14,N824MZ,KMKC,KCHT,0.5,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1623176324848,2021/06/08,N824MZ,KALO,KMKC,1.3,AEST,1,1,ILS-19,0,0.2,0,0,AEST,MEL,0,0
1623176265985,2021/06/06,N824MZ,KMCK,KALO,2,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1623176203439,2021/06/06,N824MZ,KFMN,KMCK,2,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1622938705469,2021/06/05,N824MZ,KBUR,KFMN,2.5,AEST,1,0,divert from KDRO,0,0,0,0,AEST,MEL,0,0
1622938647227,2021/06/03,N824MZ,KMFR,KBUR,2.5,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1622938598202,2021/06/03,N824MZ,KBFI,KMFR,1.5,AEST,1,0,,0,0.2,0,0,AEST,MEL,0,0
1622340515431,2021/05/29,N824MZ,KBVS,KBFI,1,AEST,1,2,"BLI: 2xRNAV-34, A. Maritz",0,0,0.6,0,AEST,MEL,0,0
1622340320714,2021/05/29,N824MZ,KBFI,KBVS,1.3,AEST,1,4,"PAE:3xRNAV-34,Hold@EYWOK, BVS:RNAV-29, A. Maritz",0,0,1.3,0,AEST,MEL,0,0
1621023904783,2021/05/14,N4242G,KAWO,KPAE,0.5,8KCAB,1,0,,0,0,0,0,8KCAB,SEL,1,0
1621023882841,2021/05/14,N4242G,KPAE,KAWO,0.5,8KCAB,1,0,,0,0,0,0,8KCAB,SEL,1,0
1621023842237,2021/05/14,N824MZ,KPAE,KBFI,0.3,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1621023817864,2021/05/14,N824MZ,KBLI,KPAE,0.4,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1621023783905,2021/05/14,N824MZ,KBFI,KBLI,0.5,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1620355833040,2021/05/06,ZU-IMS,FASI,FASI,0.5,T194,3,0,,0,0,0,0,T194,SEL,1,0
1620355772487,2021/05/05,ZU-IMS,FASI,FASI,0.7,T194,4,0,,0,0,0,0,T194,SEL,1,0
1620196484517,2021/05/04,N248JP,FVJN,FALA,2.2,C208,1,0,,0,0,0,0,C208,SEL,0,1
1620196427264,2021/05/04,N248JP,FVRG,FVJN,1.2,C208,1,0,,0,0,0,0,C208,SEL,0,1
1620136519735,2021/05/04,N248JP,FVJN,FALA,2.2,C208,1,0,,0,0,0,0,C208,SEL,0,1
1620136489182,2021/05/04,N248JP,FVRG,FVJN,1.2,C208,1,0,,0,0,0,0,C208,SEL,0,1
1620109621221,2021/05/04,N248JP,HTGW,FVRG,3.5,C208,1,0,,0,0,0,0,C208,SEL,0,1
1620109591172,2021/05/03,N248JP,HTSN,HTGW,2.5,C208,1,0,,0,0,0,0,C208,SEL,0,1
1619963926493,2021/04/30,N248JP,HTGW,HTSN,2.5,C208,1,0,,0,0,0,0,C208,SEL,0,1
1619684362568,2021/04/29,N248JP,FVRG,HTGW,4,C208,1,0,,0,0,0,0,C208,SEL,0,1
1619684335752,2021/04/27,N248JP,FVNU,FVRG,1.5,C208,1,0,,0,0,0,0,C208,SEL,0,1
1619684306238,2021/04/26,N248JP,FVMH,FVNU,0.5,C208,1,0,,0,0,0,0,C208,SEL,0,1
1619683916615,2021/04/24,N248JP,FVJN,FVMH,1.7,C208,1,0,,0,0,0,0,C208,SEL,0,1
1619683862415,2021/04/24,N248JP,FBMN,FVJN,2,C208,1,0,,0,0,0,0,C208,SEL,0,1
1619683837258,2021/04/24,N248JP,XIGERA,FBMN,0.5,C208,1,0,,0,0,0,0,C208,SEL,0,1
1648736428319,2021/04/22,N248JP,FBMN,XIGERA,0.5,C208,1,0,,0,0,0,0,C208,SEL,0,1
1619683751775,2021/04/22,N248JP,FYWE,FBMN,2.5,C208,1,0,,0,0,0,0,C208,SEL,0,1
1619683716904,2021/04/22,N248JP,WOLTEMADE,FYWE,1,C208,1,0,,0,0,0,0,C208,SEL,0,1
1619683659366,2021/04/19,N248JP,FYWE,WOLTEMADE,1,C208,1,0,,0,0,0,0,C208,SEL,0,1
1619683598210,2021/04/19,N248JP,FYSO,FYWE,0.6,C208,1,0,,0,0,0,0,C208,SEL,0,1
1618687919654,2021/04/17,N248JP,FYSO,FYSO,0.8,C208,1,0,annual trg w. J van Zyl,0,0,0,0,C208,SEL,0,1
1618495769678,2021/04/15,N248JP,FYWE,FYSO,0.7,C208,1,0,,0,0,0,0,C208,SEL,0,1
1617467749260,2021/04/03,N4242G,KPAE,KAWO,1,8KCAB,1,0,,0,0,0,0,8KCAB,SEL,1,0
1617315151783,2021/04/01,N4242G,KPAE,KPAE,1.4,8KCAB,5,0,"0S9, BVS",0,0,0,0,8KCAB,SEL,1,0
1617133476755,2021/03/30,N824MZ,KPAE,KBFI,0.3,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1617133440854,2021/03/30,N4242G,KPAE,KPAE,0.7,8KCAB,2,0,refuel at AWO,0,0,0,0,8KCAB,SEL,1,0
1617133368607,2021/03/30,N824MZ,KBFI,KPAE,0.6,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1614723717766,2021/03/02,N4242G,KPAE,KPAE,1.2,8KCAB,4,0,"BVS t&he's, slow, steep, stalls",0,0,0,0,8KCAB,SEL,1,0
1614208021130,2021/02/24,N824MZ,KCOE,KBFI,1.7,AEST,1,0,"fix G430, oil change",0,0,0,0,AEST,MEL,0,0
1539,2021/02/03,N4242G,KPAE,KPAE,1.7,8KCAB,5,0,"FHR,ORS,BVS",0,0,0,0,8KCAB,SEL,1,0
1538,2021/01/27,N4242G,KPAE,KPAE,1,8KCAB,4,0,"KAWO, slow flight, rolls",0,0,0,0,8KCAB,SEL,1,0
1537,2021/01/22,N824MZ,KCOE,KGEG,0.4,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1536,2021/01/22,N824MZ,KBFI,KCOE,1.5,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1535,2021/01/15,N4242G,KPAE,KPAE,0.8,8KCAB,6,0,KAWO T&G's,0,0,0,0,8KCAB,SEL,1,0
1534,2020/12/29,N824MZ,KPAE,KPAE,1,AEST,5,0,refuel at KBVS,0,0,0,0,AEST,MEL,0,0
1533,2020/12/24,N824MZ,KRNO,KBFI,2.5,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1532,2020/12/24,N824MZ,KCRQ,KRNO,2,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1531,2020/12/22,N824MZ,KRTS,KCRQ,2,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1530,2020/12/22,N824MZ,KBFI,KRTS,2.5,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1529,2020/12/12,N4242G,KPAE,KPAE,1,8KCAB,5,0,"T&G's at Jeff Co, 0S9",0,0,0,0,8KCAB,SEL,1,0
1528,2020/12/03,N824MZ,KBVS,KBFI,0.5,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1527,2020/12/03,N824MZ,KBFI,KBVS,2,AEST,1,6,"PAE: ILS-16Yx4, RNAV-16Yx2, hold@ECEPO, A. Maritz",0,0,0,0,AEST,MEL,0,0
1526,2020/12/02,N824MZ,KPAE,KBFI,0.5,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1525,2020/12/02,N4242G,KPAE,KPAE,1,8KCAB,3,0,t&g at BVS,0,0,0,0,8KCAB,SEL,1,0
1524,2020/12/02,N824MZ,KBFI,KPAE,1,AEST,1,0,"pracice RNAV at BVS, AWO",0,0,0,0,AEST,MEL,0,0
1523,2020/11/01,N824MZ,KBVS,KBFI,0.5,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1522,2020/11/01,N824MZ,KBFI,KBVS,1.5,AEST,1,0,"practice RNAV apps at KCLM, KBVS",0,0,0,0,AEST,MEL,0,0
1521,2020/10/22,N824MZ,KPAE,KBFI,0.4,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1520,2020/10/22,N824MZ,KCOE,KPAE,1.5,AEST,1,0,"Hold at SKYKO, divert to PAE",0,0,0,0,AEST,MEL,0,0
1519,2020/10/20,N4242G,KBVS,KPAE,0.8,8KCAB,3,0,T&G's at KAWO,0,0,0,0,8KCAB,SEL,1,0
1518,2020/10/20,N4242G,KPAE,KBVS,0.7,8KCAB,1,0,,0,0,0,0,8KCAB,SEL,1,0
1517,2020/10/01,N4242G,KBVS,KPAE,0.5,8KCAB,1,0,,0,0,0,0,8KCAB,SEL,1,0
1516,2020/10/01,N4242G,KPAE,KBVS,0.6,8KCAB,3,0,,0,0,0,0,8KCAB,SEL,1,0
1515,2020/09/26,N824MZ,KCOE,KGEG,0.4,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1514,2020/09/26,N824MZ,KBZN,KCOE,1.6,AEST,1,0,,0,0.1,0,0,AEST,MEL,0,0
1513,2020/09/25,N824MZ,KRAP,KBZN,1.8,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1512,2020/09/25,N824MZ,KALO,KRAP,2.7,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1511,2020/09/24,N824MZ,KCHT,KALO,1,AEST,1,0,,0,0.2,0,0,AEST,MEL,0,0
1510,2020/09/24,N824MZ,KMKC,KCHT,0.5,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1509,2020/09/23,N824MZ,KBKX,KMKC,1.5,AEST,1,0,,0,0.5,0,0,AEST,MEL,0,0
1508,2020/09/22,N824MZ,KCOE,KMLS,2,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1507,2020/09/21,N824MZ,KBFI,KCOE,1.5,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1506,2020/09/21,N824MZ,KMLS,KBKX,2,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1505,2020/09/09,N4242G,KBFI,KPAE,0.5,8KCAB,1,0,,0,0,0,0,8KCAB,SEL,1,0
1504,2020/09/09,N824MZ,KBVS,KBFI,0.7,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1503,2020/09/09,N824MZ,KBFI,KBVS,0.5,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1502,2020/09/09,N4242G,KPAE,KBFI,0.5,8KCAB,1,0,,0,0,0,0,8KCAB,SEL,1,0
1501,2020/09/03,N4242G,WA09,KPAE,0.9,8KCAB,1,0,,0,0,0,0,8KCAB,SEL,1,0
1500,2020/09/03,N4242G,KPAE,WA09,0.8,8KCAB,1,0,,0,0,0,0,8KCAB,SEL,1,0
1499,2020/08/27,N4242G,WA09,KPAE,0.9,8KCAB,1,0,,0,0,0,0,8KCAB,SEL,1,0
1498,2020/08/27,N4242G,KPAE,WA09,0.8,8KCAB,1,0,,0,0,0,0,8KCAB,SEL,1,0
1497,2020/08/18,N824MZ,KUAO,KBFI,1,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1496,2020/08/18,N824MZ,KBFI,KUAO,1,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1495,2020/08/14,N4242G,KBVS,KPAE,0.6,8KCAB,1,0,,0,0,0,0,8KCAB,SEL,1,0
1494,2020/08/14,N4242G,KORS,KBVS,0.4,8KCAB,1,0,,0,0,0,0,8KCAB,SEL,1,0
1493,2020/08/14,N4242G,KBVS,KORS,0.4,8KCAB,1,0,w. Elian,0,0,0,0,8KCAB,SEL,1,0
1492,2020/08/14,N4242G,KORS,KBVS,0.4,8KCAB,1,0,,0,0,0,0,8KCAB,SEL,1,0
1491,2020/08/14,N4242G,KPAE,KORS,0.8,8KCAB,1,0,,0,0,0,0,8KCAB,SEL,1,0
1490,2020/08/05,N4242G,KPAE,KPAE,2,8KCAB,6,0,"refuel at KBVS, multiple T&G's",0,0,0,0,8KCAB,SEL,1,0
1489,2020/07/30,N4242G,KORS,KPAE,1,8KCAB,1,0,,0,0,0,0,8KCAB,SEL,1,0
1488,2020/07/30,N4242G,KPAE,KORS,1,8KCAB,1,0,,0,0,0,0,8KCAB,SEL,1,0
1487,2020/07/27,N4242G,KORS,KPAE,1,8KCAB,1,0,,0,0,0,0,8KCAB,SEL,1,0
1486,2020/07/27,N4242G,KBVS,KORS,0.5,8KCAB,1,0,,0,0,0,0,8KCAB,SEL,1,0
1485,2020/07/27,N4242G,KPAE,KBVS,0.7,8KCAB,1,0,,0,0,0,0,8KCAB,SEL,1,0
1484,2020/07/26,N4242G,KPAE,KPAE,1.5,8KCAB,1,0,T&G's at BVS,0,0,0,0,8KCAB,SEL,1,0
1483,2020/06/18,N4242G,3W7,S10,0.6,8KCAB,1,0,Grand Coulee to Chelan,0,0,0,0,8KCAB,SEL,1,0
1482,2020/06/18,N824MZ,KBFI,KCOE,1.5,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1481,2020/05/26,N824MZ,KCOE,KCOE,1.2,AEST,1,2,"IPC with Hans Dyroy, COE VOR06, RNAV06",0,0,0,0,AEST,MEL,0,0
1480,2020/05/26,N824MZ,KBFI,KCOE,1.5,AEST,1,1,"COE RNAV06, BFR with Julie Lionetti",0,0.4,0,0,AEST,MEL,0,0
1479,2020/05/15,N824MZ,KPAE,KBVS,0.7,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
1478,2020/05/15,N4242G,KBFI,KPAE,0.5,8KCAB,1,0,,0,0,0,0,8KCAB,SEL,1,0
1477,2020/05/15,N4242G,KPAE,KBFI,0.5,8KCAB,1,0,,0,0,0,0,8KCAB,SEL,1,0
1476,2020/05/06,N4242G,KBFI,KBFI,1,8KCAB,7,0,X-Wind practice at AWO,0,0,0,0,8KCAB,SEL,1,0
1475,2020/04/19,N4242G,KPAE,KPAE,1,8KCAB,1,0,view Tulips at Skagit,0,0,0,0,8KCAB,SEL,1,0
1474,2020/04/16,N4242G,KPAE,KPAE,1.1,8KCAB,6,0,refuel at KAWO,0,0,0,0,8KCAB,SEL,1,0
1473,2020/04/08,N824MZ,KBVS,KBFI,0.5,AEST,1,0,,0,0,0,0,AEST,MEL,0,0
