Date,Reg,From,To,PIC:number,Type,Landings:number,Aprcs:number,Comment,Dual:number,ActI:number,SimI:number,Sim:number,
10/24/2021,N248JP,FLPL,FLNG,0.5,C208,1,0,,0,0,0,0,0
10/22/2021,N248JP,FLHN,FLPL,1.5,C208,1,0,,0,0,0,0,0
10/21/2021,N248JP,FLPL,FLHN,1.5,C208,1,0,,0,0,0,0,0
10/19/2021,N248JP,FLHN,FLPL,1.5,C208,1,0,Plains,0,0,0,0,0
10/19/2021,N248JP,FYWE,FLHN,3.5,C208,1,0,,0,0,0,0,0
10/18/2021,N248JP,FYSO,FYWE,0.8,C208,1,0,,0,0,0,0,0
10/13/2021,N248JP,FYWO,FYSO,1.6,C208,1,0,,0,0,0,0,0
10/12/2021,N248JP,FYWE,FYWO,0.8,C208,1,0,,0,0,0,0,0
10/11/2021,N248JP,FALA,FYWE,3.5,C208,1,0,,0,0,0,0,0
10/11/2021,N248JP,FASI,FALA,0.4,C208,1,0,,0,0,0,0,0
10/10/2021,N248JP,FAMG,FASI,1.8,C208,1,0,,0,0,0,0,0
10/8/2021,N248JP,FAEL,FAMG,1.9,C208,1,0,diversion from FAPM,0,0,0,0,0
10/3/2021,N248JP,FASI,FAEL,2.4,C208,1,0,,0,0,0,0,0
10/3/2021,N248JP,FASI,FASI,0.8,C208,3,0,"fog, TG @ FAVV, stop @ FABb",0,0,0,0,0
9/16/2021,N4242G,KPAE,KPAE,0.9,8KCAB,2,0,bkfst @ 0S9,0,0,0,0,0
9/14/2021,N4242G,KPAE,KPAE,0.6,8KCAB,3,0,AWO,0,0,0,0,0
9/3/2021,N4242G,KPAE,KPAE,0.9,8KCAB,1,0,,0,0,0,0,0
8/30/2021,N824MZ,KBFI,KCOE,1.5,AEST,1,1,ILS-06,0,0.2,0,0,0
8/24/2021,N4242G,KPAE,KPAE,0.7,8KCAB,2,0,refuel at AWO,0,0,0,0,0
7/18/2021,N824MZ,KUKI,KBFI,2,AEST,1,0,,0,0,0,0,0
7/16/2021,N824MZ,KSJC,KUKI,0.8,AEST,1,0,,0,0,0,0,0
7/16/2021,N824MZ,KBFI,KSJC,2.8,AEST,1,0,,0,0.2,0,0,0
7/13/2021,N4242G,KPAE,KPAE,1,8KCAB,4,0,"AWO T&G's, low flight around Camano",0,0,0,0,0
7/12/2021,N824MZ,KCOE,KBFI,1,AEST,1,0,,0,0,0,0,0
7/12/2021,N824MZ,KCOE,KCOE,0.8,AEST,1,0,"COE ILS06, hold, RNAV06; IPC&BFR with Hans Dyroy",0,0,0.8,0,0
7/12/2021,N824MZ,KBFI,KCOE,1,AEST,1,0,,0,0,0,0,0
7/8/2021,N4242G,KPAE,KPAE,0.6,8KCAB,4,0,KAWO,0,0,0,0,0
6/23/2021,N824MZ,KBLI,KBFI,0.5,AEST,1,0,,0,0,0,0,0
6/23/2021,N824MZ,CYYJ,KBLI,0.3,AEST,1,0,,0,0,0,0,0
6/22/2021,N824MZ,KBFI,CYYJ,0.5,AEST,1,0,,0,0,0,0,0
6/21/2021,N824MZ,KAWO,KPDX,1.5,AEST,1,0,,0,0,0,0,0
6/18/2021,N824MZ,KMSO,KBFI,1.8,AEST,1,0,,0,0,0,0,0
6/18/2021,N824MZ,KRAP,KMSO,2.5,AEST,1,0,,0,0,0,0,0
6/17/2021,N824MZ,KBKX,KRAP,2,AEST,1,0,,0,0,0,0,0
6/17/2021,N824MZ,KFCM,KBKX,1,AEST,1,0,,0,0,0,0,0
6/15/2021,N824MZ,KDTL,KFCM,1,AEST,1,0,,0,0,0,0,0
6/14/2021,N824MZ,KCHT,KDTL,2.2,AEST,1,0,,0,0,0,0,0
6/14/2021,N824MZ,KMKC,KCHT,0.5,AEST,1,0,,0,0,0,0,0
6/8/2021,N824MZ,KALO,KMKC,1.3,AEST,1,1,ILS-19,0,0.2,0,0,0
6/6/2021,N824MZ,KMCK,KALO,2,AEST,1,0,,0,0,0,0,0
6/6/2021,N824MZ,KFMN,KMCK,2,AEST,1,0,,0,0,0,0,0
6/5/2021,N824MZ,KBUR,KFMN,2.5,AEST,1,0,divert from KDRO,0,0,0,0,0
6/3/2021,N824MZ,KMFR,KBUR,2.5,AEST,1,0,,0,0,0,0,0
6/3/2021,N824MZ,KBFI,KMFR,1.5,AEST,1,0,,0,0.2,0,0,0
5/29/2021,N824MZ,KBVS,KBFI,1,AEST,1,2,"BLI: 2xRNAV-34, A. Maritz",0,0,0.6,0,0
5/29/2021,N824MZ,KBFI,KBVS,1.3,AEST,1,4,"PAE:3xRNAV-34,Hold@EYWOK, BVS:RNAV-29, A. Maritz",0,0,1.3,0,0
5/14/2021,N4242G,KAWO,KPAE,0.5,8KCAB,1,0,,0,0,0,0,0
5/14/2021,N4242G,KPAE,KAWO,0.5,8KCAB,1,0,,0,0,0,0,0
5/14/2021,N824MZ,KPAE,KBFI,0.3,AEST,1,0,,0,0,0,0,0
5/14/2021,N824MZ,KBLI,KPAE,0.4,AEST,1,0,,0,0,0,0,0
5/14/2021,N824MZ,KBFI,KBLI,0.5,AEST,1,0,,0,0,0,0,0
5/6/2021,ZU-IMS,FASI,FASI,0.5,T194,3,0,,0,0,0,0,0
5/5/2021,ZU-IMS,FASI,FASI,0.7,T194,4,0,,0,0,0,0,0
5/4/2021,N248JP,FVJN,FALA,2.2,C208,1,0,,0,0,0,0,0
5/4/2021,N248JP,FVRG,FVJN,1.2,C208,1,0,,0,0,0,0,0
5/4/2021,N248JP,FVJN,FALA,2.2,C208,1,0,,0,0,0,0,0
5/4/2021,N248JP,FVRG,FVJN,1.2,C208,1,0,,0,0,0,0,0
5/4/2021,N248JP,HTGW,FVRG,3.5,C208,1,0,,0,0,0,0,0
5/3/2021,N248JP,HTSN,HTGW,2.5,C208,1,0,,0,0,0,0,0
4/30/2021,N248JP,HTGW,HTSN,2.5,C208,1,0,,0,0,0,0,0
4/29/2021,N248JP,FVRG,HTGW,4,C208,1,0,,0,0,0,0,0
4/27/2021,N248JP,FVNU,FVRG,1.5,C208,1,0,,0,0,0,0,0
4/26/2021,N248JP,FVMH,FVNU,0.5,C208,1,0,,0,0,0,0,0
4/24/2021,N248JP,FVJN,FVMH,1.7,C208,1,0,,0,0,0,0,0
4/24/2021,N248JP,FBMN,FVJN,2,C208,1,0,,0,0,0,0,0
4/24/2021,N248JP,XIGERA,FBMN,0.5,C208,1,0,,0,0,0,0,0
4/22/2021,N248JP,FBMN,XIGERA,0.5,C208,1,0,,0,0,0,0,0
4/22/2021,N248JP,FYWE,FBMN,2.5,C208,1,0,,0,0,0,0,0
4/22/2021,N248JP,WOLTEMADE,FYWE,1,C208,1,0,,0,0,0,0,0
4/19/2021,N248JP,FYWE,WOLTEMADE,1,C208,1,0,,0,0,0,0,0
4/19/2021,N248JP,FYSO,FYWE,0.6,C208,1,0,,0,0,0,0,0
4/17/2021,N248JP,FYSO,FYSO,0.8,C208,1,0,annual trg w. J van Zyl,0,0,0,0,0
4/15/2021,N248JP,FYWE,FYSO,0.7,C208,1,0,,0,0,0,0,0
4/3/2021,N4242G,KPAE,KAWO,1,8KCAB,1,0,,0,0,0,0,0
4/1/2021,N4242G,KPAE,KPAE,1.4,8KCAB,5,0,"0S9, BVS",0,0,0,0,0
3/30/2021,N824MZ,KPAE,KBFI,0.3,AEST,1,0,,0,0,0,0,0
3/30/2021,N4242G,KPAE,KPAE,0.7,8KCAB,2,0,refuel at AWO,0,0,0,0,0
3/30/2021,N824MZ,KBFI,KPAE,0.6,AEST,1,0,,0,0,0,0,0
3/2/2021,N4242G,KPAE,KPAE,1.2,8KCAB,4,0,"BVS t&he's, slow, steep, stalls",0,0,0,0,0
2/24/2021,N824MZ,KCOE,KBFI,1.7,AEST,1,0,"fix G430, oil change",0,0,0,0,0
2/3/2021,N4242G,KPAE,KPAE,1.7,8KCAB,5,0,"FHR,ORS,BVS",0,0,0,0,0
1/27/2021,N4242G,KPAE,KPAE,1,8KCAB,4,0,"KAWO, slow flight, rolls",0,0,0,0,0
1/22/2021,N824MZ,KCOE,KGEG,0.4,AEST,1,0,,0,0,0,0,0
1/22/2021,N824MZ,KBFI,KCOE,1.5,AEST,1,0,,0,0,0,0,0
1/15/2021,N4242G,KPAE,KPAE,0.8,8KCAB,6,0,KAWO T&G's,0,0,0,0,0
12/29/2020,N824MZ,KPAE,KPAE,1,AEST,5,0,refuel at KBVS,0,0,0,0,0
12/24/2020,N824MZ,KRNO,KBFI,2.5,AEST,1,0,,0,0,0,0,0
12/24/2020,N824MZ,KCRQ,KRNO,2,AEST,1,0,,0,0,0,0,0
12/22/2020,N824MZ,KRTS,KCRQ,2,AEST,1,0,,0,0,0,0,0
12/22/2020,N824MZ,KBFI,KRTS,2.5,AEST,1,0,,0,0,0,0,0
12/12/2020,N4242G,KPAE,KPAE,1,8KCAB,5,0,"T&G's at Jeff Co, 0S9",0,0,0,0,0
12/3/2020,N824MZ,KBVS,KBFI,0.5,AEST,1,0,,0,0,0,0,0
12/3/2020,N824MZ,KBFI,KBVS,2,AEST,1,6,"PAE: ILS-16Yx4, RNAV-16Yx2, hold@ECEPO, A. Maritz",0,0,0,0,0
12/2/2020,N824MZ,KPAE,KBFI,0.5,AEST,1,0,,0,0,0,0,0
12/2/2020,N4242G,KPAE,KPAE,1,8KCAB,3,0,t&g at BVS,0,0,0,0,0
12/2/2020,N824MZ,KBFI,KPAE,1,AEST,1,0,"pracice RNAV at BVS, AWO",0,0,0,0,0
11/1/2020,N824MZ,KBVS,KBFI,0.5,AEST,1,0,,0,0,0,0,0
11/1/2020,N824MZ,KBFI,KBVS,1.5,AEST,1,0,"practice RNAV apps at KCLM, KBVS",0,0,0,0,0
10/22/2020,N824MZ,KPAE,KBFI,0.4,AEST,1,0,,0,0,0,0,0
10/22/2020,N824MZ,KCOE,KPAE,1.5,AEST,1,0,"Hold at SKYKO, divert to PAE",0,0,0,0,0
10/20/2020,N4242G,KBVS,KPAE,0.8,8KCAB,3,0,T&G's at KAWO,0,0,0,0,0
10/20/2020,N4242G,KPAE,KBVS,0.7,8KCAB,1,0,,0,0,0,0,0
10/1/2020,N4242G,KBVS,KPAE,0.5,8KCAB,1,0,,0,0,0,0,0
10/1/2020,N4242G,KPAE,KBVS,0.6,8KCAB,3,0,,0,0,0,0,0
9/26/2020,N824MZ,KCOE,KGEG,0.4,AEST,1,0,,0,0,0,0,0
9/26/2020,N824MZ,KBZN,KCOE,1.6,AEST,1,0,,0,0.1,0,0,0
9/25/2020,N824MZ,KRAP,KBZN,1.8,AEST,1,0,,0,0,0,0,0
9/25/2020,N824MZ,KALO,KRAP,2.7,AEST,1,0,,0,0,0,0,0
9/24/2020,N824MZ,KCHT,KALO,1,AEST,1,0,,0,0.2,0,0,0
9/24/2020,N824MZ,KMKC,KCHT,0.5,AEST,1,0,,0,0,0,0,0
9/23/2020,N824MZ,KBKX,KMKC,1.5,AEST,1,0,,0,0.5,0,0,0
9/22/2020,N824MZ,KCOE,KMLS,2,AEST,1,0,,0,0,0,0,0
9/21/2020,N824MZ,KBFI,KCOE,1.5,AEST,1,0,,0,0,0,0,0
9/21/2020,N824MZ,KMLS,KBKX,2,AEST,1,0,,0,0,0,0,0
9/9/2020,N4242G,KBFI,KPAE,0.5,8KCAB,1,0,,0,0,0,0,0
9/9/2020,N824MZ,KBVS,KBFI,0.7,AEST,1,0,,0,0,0,0,0
9/9/2020,N824MZ,KBFI,KBVS,0.5,AEST,1,0,,0,0,0,0,0
9/9/2020,N4242G,KPAE,KBFI,0.5,8KCAB,1,0,,0,0,0,0,0
9/3/2020,N4242G,WA09,KPAE,0.9,8KCAB,1,0,,0,0,0,0,0
9/3/2020,N4242G,KPAE,WA09,0.8,8KCAB,1,0,,0,0,0,0,0
8/27/2020,N4242G,WA09,KPAE,0.9,8KCAB,1,0,,0,0,0,0,0
8/27/2020,N4242G,KPAE,WA09,0.8,8KCAB,1,0,,0,0,0,0,0
8/18/2020,N824MZ,KUAO,KBFI,1,AEST,1,0,,0,0,0,0,0
8/18/2020,N824MZ,KBFI,KUAO,1,AEST,1,0,,0,0,0,0,0
8/14/2020,N4242G,KBVS,KPAE,0.6,8KCAB,1,0,,0,0,0,0,0
8/14/2020,N4242G,KORS,KBVS,0.4,8KCAB,1,0,,0,0,0,0,0
8/14/2020,N4242G,KBVS,KORS,0.4,8KCAB,1,0,w. Elian,0,0,0,0,0
8/14/2020,N4242G,KORS,KBVS,0.4,8KCAB,1,0,,0,0,0,0,0
8/14/2020,N4242G,KPAE,KORS,0.8,8KCAB,1,0,,0,0,0,0,0
8/5/2020,N4242G,KPAE,KPAE,2,8KCAB,6,0,"refuel at KBVS, multiple T&G's",0,0,0,0,0
7/30/2020,N4242G,KORS,KPAE,1,8KCAB,1,0,,0,0,0,0,0
7/30/2020,N4242G,KPAE,KORS,1,8KCAB,1,0,,0,0,0,0,0
7/27/2020,N4242G,KORS,KPAE,1,8KCAB,1,0,,0,0,0,0,0
7/27/2020,N4242G,KBVS,KORS,0.5,8KCAB,1,0,,0,0,0,0,0
7/27/2020,N4242G,KPAE,KBVS,0.7,8KCAB,1,0,,0,0,0,0,0
7/26/2020,N4242G,KPAE,KPAE,1.5,8KCAB,1,0,T&G's at BVS,0,0,0,0,0
6/18/2020,N4242G,3W7,S10,0.6,8KCAB,1,0,Grand Coulee to Chelan,0,0,0,0,0
6/18/2020,N824MZ,KBFI,KCOE,1.5,AEST,1,0,,0,0,0,0,0
5/26/2020,N824MZ,KCOE,KCOE,1.2,AEST,1,2,"IPC with Hans Dyroy, COE VOR06, RNAV06",0,0,0,0,0
5/26/2020,N824MZ,KBFI,KCOE,1.5,AEST,1,1,"COE RNAV06, BFR with Julie Lionetti",0,0.4,0,0,0
5/15/2020,N824MZ,KPAE,KBVS,0.7,AEST,1,0,,0,0,0,0,0
5/15/2020,N4242G,KBFI,KPAE,0.5,8KCAB,1,0,,0,0,0,0,0
5/15/2020,N4242G,KPAE,KBFI,0.5,8KCAB,1,0,,0,0,0,0,0
5/6/2020,N4242G,KBFI,KBFI,1,8KCAB,7,0,X-Wind practice at AWO,0,0,0,0,0
4/19/2020,N4242G,KPAE,KPAE,1,8KCAB,1,0,view Tulips at Skagit,0,0,0,0,0
4/16/2020,N4242G,KPAE,KPAE,1.1,8KCAB,6,0,refuel at KAWO,0,0,0,0,0
4/8/2020,N824MZ,KBVS,KBFI,0.5,AEST,1,0,,0,0,0,0,0
4/8/2020,N824MZ,KBFI,KBVS,1.1,AEST,1,0,"practice apps at BVS, x RNAV 29",0,0,0,0,0
3/19/2020,N824MZ,KCOE,KBFI,1.3,AEST,1,0,,0,0,0,0,0
3/19/2020,N824MZ,KBFI,KCOE,1.6,AEST,1,0,practice RNAV at KDEW,0,0,0,0,0
3/10/2020,N824MZ,KBFI,KBFI,1.5,AEST,1,0,practice RNAV apps at KSHN,0,0,0,0,0
2/21/2020,N824MZ,KBFI,KBVS,1.3,AEST,1,5,"PAE: ILS-16x3, VOR BVS: RNVA-29 w. A. Maritz",0,0,1.3,0,0
2/21/2020,N824MZ,KBVS,KBFI,0.6,AEST,1,1,BFI: ILS-14 w. A. Maritz,0,0,0,0,0
2/20/2020,N824MZ,CYYJ,KBFI,0.7,AEST,1,0,,0,0,0,0,0
2/19/2020,N824MZ,KBFI,CYYJ,0.7,AEST,1,0,,0,0,0,0,0
2/18/2020,N824MZ,KBFI,KBFI,1.2,AEST,1,0,kbvs,0,0,0,0,0
12/22/2019,N824MZ,KBFI,KBFI,1,AEST,1,0,,0,0,0,0,0
11/28/2019,N824MZ,CYYJ,KBFI,0.7,AEST,1,0,,0,0,0,0,0
11/27/2019,N824MZ,KBFI,CYYJ,0.7,AEST,1,0,,0,0,0,0,0
11/13/2019,ZS-PSD,FASI,FASI,0.5,C206,3,0,,0,0,0,0,0
11/12/2019,N248JP,FVCZ,FAPP,1.4,C208,1,0,IFR enroute,0,0.5,0,0,0
11/12/2019,N248JP,FAPP,FASI,1,C208,1,0,,0,0,0,0,0
11/12/2019,N248JP,FVDV,FVCZ,0.6,C208,1,0,,0,0,0,0,0
11/10/2019,N248JP,FVMH,FVDV,0.6,C208,1,0,,0,0,0,0,0
11/7/2019,N248JP,FVJN,FVMH,1.6,C208,1,0,,0,0,0,0,0
11/7/2019,N248JP,FLPL,FLHN,1.5,C208,1,0,,0,0,0,0,0
11/7/2019,N248JP,FLHN,FVJN,1.4,C208,1,0,,0,0,0,0,0
11/4/2019,N248JP,FLHN,FLPL,1.4,C208,1,0,Plains Airstrip on Busanga,0,0,0,0,0
11/4/2019,N248JP,FLHP,FLHN,1.3,C208,1,0,,0,0,0,0,0
10/31/2019,N248JP,FLHN,FLHP,1.3,C208,1,0,,0,0,0,0,0
10/30/2019,N248JP,FAPP,FLHN,2.5,C208,1,0,,0,0,0,0,0
10/30/2019,N248JP,FASI,FAPP,1,C208,1,0,,0,0,0,0,0
10/28/2019,N248JP,FACT,FATP,3.1,C208,1,0,via FAGG,0,0,0,0,0
10/28/2019,N248JP,FATP,FASI,1.3,C208,1,0,,0,0,0,0,0
10/23/2019,N248JP,FAUP,FACT,2.2,C208,1,0,,0,0,0,0,0
10/23/2019,N248JP,FYSO,FYWH,0.8,C208,1,0,,0,0,0,0,0
10/23/2019,N248JP,FYWH,FAUP,2.2,C208,1,0,,0,0,0,0,0
10/19/2019,N248JP,FYWH,FYSO,0.8,C208,1,0,,0,0,0,0,0
10/19/2019,N248JP,FYSO,FYWH,0.8,C208,1,0,,0,0,0,0,0
10/18/2019,N248JP,FYWO,FYSO,1.1,C208,1,0,,0,0,0,0,0
10/17/2019,N248JP,FYWE,FYWO,1,C208,1,0,"Woltemade, Ritter Ranch",0,0,0,0,0
10/16/2019,N248JP,FBMN,FYWE,2,C208,1,0,,0,0,0,0,0
10/16/2019,N248JP,FBDV,FBMN,0.5,C208,1,0,,0,0,0,0,0
10/14/2019,N248JP,FBMN,FBDV,0.5,C208,1,0,Deception Valley,0,0,0,0,0
10/14/2019,N248JP,FLHN,FBMN,1.3,C208,1,0,,0,0,0,0,0
10/13/2019,N248JP,FLPL,FLHN,1.2,C208,1,0,,0,0,0,0,0
10/10/2019,N248JP,FLHP,FLPL,0.4,C208,1,0,"Plains Airstrip, Busanga",0,0,0,0,0
10/6/2019,N248JP,FLHN,FLHP,1.1,C208,1,0,,0,0,0,0,0
10/5/2019,N248JP,FAPP,FLHN,2.3,C208,1,0,,0,0,0,0,0
10/5/2019,N248JP,FASI,FAPP,1,C208,1,0,,0,0,0,0,0
10/4/2019,N248JP,FASI,FASI,0.7,C208,1,0,With Johan van Zyl,0,0,0,0,0
9/21/2019,N824MZ,KBFI,KPAE,0.5,AEST,1,0,,0,0,0,0,0
9/21/2019,N824MZ,CYYJ,KBFI,0.8,AEST,1,1,ILS-14R,0,0,0,0,0
9/11/2019,N4242G,KPAE,KAPE,1.5,8KCAB,1,0,via BVS,0,0,0,0,0
8/23/2019,N824MZ,CYYJ,KBFI,0.7,AEST,1,0,,0,0,0,0,0
8/23/2019,N824MZ,KBFI,CYYJ,0.8,AEST,1,1,ILS-27,0,0,0,0,0
8/18/2019,N4242G,KPAE,KPAE,1,8KCAB,1,0,AWO,0,0,0,0,0
8/16/2019,N824MZ,KSTS,KBFI,2.7,AEST,1,1,ILS-14,0,0.3,0,0,0
8/15/2019,N824MZ,KBFI,KSTS,2.7,AEST,1,0,,0,0,0,0,0
7/30/2019,N824MZ,KBFI,KBVS,1.5,AEST,1,6,"PAE ILS-16x3, Hold, BVS RNV29x2, RNV11 - A. Maritz",0,0,0,0,0
7/28/2019,N824MZ,CYYJ,KBFI,0.7,AEST,1,0,,0,0,0,0,0
7/26/2019,N824MZ,KBFI,CYYJ,0.7,AEST,1,0,,0,0,0,0,0
7/12/2019,N4242G,KPAE,KPAE,1,8KCAB,6,0,,0,0,0,0,0
7/5/2019,N4242G,KPAE,KPAE,1,8KCAB,6,0,via kawo,0,0,0,0,0
6/28/2019,N248JP,FAEL,FASI,2.6,C208,1,0,,0,0,0,0,0
6/26/2019,N248JP,FAMG,FAEL,1.4,C208,1,0,,0,0,0,0,0
6/20/2019,N248JP,FVCZ,FAPP,1.7,C208,1,0,,0,0,0,0,0
6/20/2019,N248JP,FVDV,FVCZ,0.6,C208,1,0,,0,0,0,0,0
6/20/2019,N248JP,FAPP,FAMG,2.6,C208,1,0,,0,0,0,0,0
6/18/2019,N248JP,FVMH,FVDV,0.6,C208,1,0,,0,0,0,0,0
6/14/2019,N248JP,FAPP,FVCZ,1.5,C208,1,0,,0,0,0,0,0
6/14/2019,N248JP,FVCZ,FVMH,0.5,C208,1,0,,0,0,0,0,0
6/14/2019,N248JP,FASI,FAPP,1.1,C208,1,0,,0,0,0,0,0
6/13/2019,N248JP,FAMG,FASI,0.5,C208,1,0,,0,0,0,0,0
6/13/2019,N248JP,FASI,FAMG,0.5,C208,1,0,,0,0,0,0,0
6/11/2019,N248JP,FAPP,FASI,1,C208,1,0,,0,0,0,0,0
6/11/2019,N248JP,FLHP,FLHN,1.3,C208,1,0,,0,0,0,0,0
6/11/2019,N248JP,FLHN,FAPP,3.1,C208,1,0,,0,0,0,0,0
6/2/2019,N248JP,FBMN,FLHN,1.1,C208,1,0,,0,0,0,0,0
6/2/2019,N248JP,FLHN,FLHP,1.3,C208,1,0,,0,0,0,0,0
6/2/2019,N248JP,FYWE,FBMN,2.3,C208,1,0,,0,0,0,0,0
5/23/2019,N4242G,KPAE,KBVS,0.6,8KCAB,3,0,,0,0,0,0,0
5/23/2019,N4242G,KBVS,KPAE,1,8KCAB,4,0,via Lopez,0,0,0,0,0
5/19/2019,N4242G,KPAE,KPAE,1,8KCAB,5,0,"slow flight, steep turns, b. rolls",0,0,0,0,0
5/18/2019,N4242G,KPAE,KPAE,1.2,8KCAB,8,0,"AWO, BVS",0,0,0,0,0
5/15/2019,N4242G,CYYJ,KPAE,1,8KCAB,2,0,via BLI,0,0,0,0,0
5/13/2019,N4242G,KPAE,CYYJ,0.8,8KCAB,1,0,,0,0,0,0,0
4/27/2019,N4242G,KPAE,KBVS,1,8KCAB,2,0,BFR w. Adam Maritz,0,0,0,0,0
2/21/2019,N4242G,KPAE,KPAE,1.5,8KCAB,3,0,"KBVS,KBFI",0,0,0,0,0
1/12/2019,N4242G,KBVS,3W5,0.5,8KCAB,1,0,--,0,0,0,0,0
1/12/2019,N4242G,KPAE,KBVS,0.5,8KCAB,1,0,--,0,0,0,0,0
1/12/2019,N4242G,3W5,KPAE,0.8,8KCAB,1,0,--,0,0,0,0,0
1/11/2019,N824MZ,KBFI,KBVS,0.8,AEST,1,0,--,0,0,0,0,0
1/11/2019,N824MZ,KBVS,KCOE,1.3,AEST,1,1,"COE ILS-06, 400' overcast",0,0.3,0,0,0
12/31/2018,N4242G,KPAE,KPAE,1,8KCAB,2,0,burger at KBVS,0,0,0,0,0
12/6/2018,N4242G,CYYJ,KPAE,1.3,8KCAB,2,0,via KBLI,0,0,0,0,0
12/5/2018,N4242G,KPAE,CYYJ,0.9,8KCAB,1,0,--,0,0,0,0,0
12/3/2018,N4242G,KPAE,KPAE,1,8KCAB,6,0,KAWO,0,0,0,0,0
11/14/2018,N248JP,FBMN,FYWE,2.5,C208,1,0,--,0,0,0,0,0
11/14/2018,N248JP,FLKL,FLHN,2,C208,1,0,--,0,0,0,0,0
11/14/2018,N248JP,FLHN,FBMN,1.5,C208,1,0,--,0,0,0,0,0
11/11/2018,N248JP,FLHN,FLKL,1.8,C208,1,0,--,0,0,0,0,0
11/11/2018,N248JP,FLHP,FLHN,1.5,C208,1,0,--,0,0,0,0,0
11/4/2018,N248JP,FLHN,FLHP,1.5,C208,1,0,--,0,0,0,0,0
11/4/2018,N248JP,FBMN,FLHN,1.5,C208,1,0,--,0,0,0,0,0
11/3/2018,N248JP,FYSO,FYWE,0.7,C208,1,0,--,0,0,0,0,0
11/3/2018,N248JP,FYWE,FBMN,2.5,C208,1,0,--,0,0,0,0,0
11/1/2018,N248JP,FYWE,FYSO,0.7,C208,1,0,--,0,0,0,0,0
10/31/2018,N248JP,FALA,FYWE,3.6,C208,1,0,--,0,0,0,0,0
10/31/2018,N248JP,FASI,FALA,0.6,C208,1,0,--,0,0,0,0,0
10/30/2018,ZS-PSD,FASI,FASI,0.5,C206,2,0,--,0,0,0,0,0
10/29/2018,N248JP,FASI,FASI,0.5,C208,1,0,--,0,0,0,0,0
10/3/2018,N4242G,CYYJ,KPAE,1.2,8KCAB,2,0,via KBLI,0,0,0,0,0
10/3/2018,N4242G,KPAE,CYYJ,0.8,8KCAB,1,0,--,0,0,0,0,0
9/21/2018,N824MZ,KBFI,KPAE,0.5,AEST,1,1,PAE ILS-16Z,0,0.2,0,0,0
9/21/2018,N824MZ,KPAE,KBFI,0.5,AEST,1,0,--,0,0,0,0,0
9/21/2018,N824MZ,KPAE,KPAE,1.2,AEST,1,5,"BVS GPS29HoldGPS11, PAE ILS16,VOR,GPS Adam Maritz",0,0.5,0,0,0
9/21/2018,N4242G,KPAE,KPAE,1.4,8KCAB,2,0,land Orcas Island,0,0,0,0,0
9/6/2018,N824MZ,CYAZ,KBFI,1.2,AEST,1,0,--,0,0,0,0,0
9/4/2018,N824MZ,KBFI,CYAZ,1.6,AEST,2,0,via CYYJ,0,0,0,0,0
8/30/2018,N4242G,KPAE,KPAE,0.8,8KCAB,3,0,--,0,0,0,0,0
8/28/2018,N824MZ,CYYJ,KBFI,0.7,AEST,1,0,--,0,0,0,0,0
8/27/2018,N824MZ,CYBL,CYYJ,0.7,AEST,1,0,--,0,0,0,0,0
8/24/2018,N824MZ,KBFI,CYBL,1,AEST,1,0,--,0,0,0,0,0
8/6/2018,N824MZ,CYYJ,KBFI,0.8,AEST,1,0,--,0,0,0,0,0
8/5/2018,N824MZ,KBFI,CYYJ,0.8,AEST,1,0,--,0,0,0,0,0
7/22/2018,N4242G,KPAE,KPAE,1.2,8KCAB,2,0,two flights with Wassef and son,0,0,0,0,0
7/20/2018,N824MZ,KSJC,KBFI,2.8,AEST,1,1,BFI ILS-14R,0,0.4,0,0,0
7/18/2018,N824MZ,KMFR,KSJC,1.6,AEST,1,0,--,0,0,0,0,0
7/18/2018,N824MZ,KBFI,KMFR,1.8,AEST,1,0,--,0,0,0,0,0
7/17/2018,N4242G,KPAE,KPAE,1,8KCAB,6,0,--,0,0,0,0,0
7/14/2018,N824MZ,KBFI,KBFI,0.5,AEST,1,0,--,0,0,0,0,0
6/17/2018,N248JP,FBMN,FALA,2.7,C208,1,0,--,0,0,0,0,0
6/17/2018,N248JP,FALA,FASI,0.4,C208,1,0,--,0,0,0,0,0
6/16/2018,N248JP,FLHP,FLHN,1.4,C208,1,0,--,0,0,0,0,0
6/16/2018,N248JP,FLHN,FBMN,1.4,C208,1,0,--,0,0,0,0,0
6/9/2018,N248JP,FLHN,FLHP,1.4,C208,1,0,--,0,0,0,0,0
6/7/2018,N248JP,FYKM,FLHN,0.8,C208,1,0,--,0,0,0,0,0
6/7/2018,N248JP,FYLS,FYKM,0.5,C208,1,0,--,0,0,0,0,0
6/5/2018,N248JP,FYTK,FYLS,1.4,C208,1,0,Lianshulu,0,0,0,0,0
6/4/2018,N248JP,FYWE,ZZZZ,0.7,C208,1,0,Woltemade guest farm - Rolf & Uli Ritter,0,0,0,0,0
6/4/2018,N248JP,FYSO,FYWE,0.8,C208,1,0,--,0,0,0,0,0
6/4/2018,N248JP,ZZZZ,FYTK,1.4,C208,1,0,Tsumkwe - Bushman Land,0,0,0,0,0
6/2/2018,ZU-IMS,FYSO,FYSO,0.8,T194,2,0,Sundowmer at Spaarwater,0,0,0,0,0
6/1/2018,ZU-IMS,FYSO,FYSO,0.5,T194,1,0,Demonstrate Bushcat to Mike@Scenic,0,0,0,0,0
